analysis      sr              signal_normevents  signal_err_tot  
cms1703_test  MONOJ1020_1090  0.0                0.25795292114   
cms1703_test  MONOJ1090_1160  0.0                0.25795292114   
cms1703_test  MONOJ1160       0.0                0.25795292114   
cms1703_test  MONOJ200_230    3053.44031812      558.312978965   
cms1703_test  MONOJ230_260    2646.31322268      519.657315895   
cms1703_test  MONOJ260_290    916.029515906      305.47998494    
cms1703_test  MONOJ290_320    814.249031812      287.995674206   
cms1703_test  MONOJ320_350    305.344031812      176.316269153   
cms1703_test  MONOJ350_390    0.0                0.25795292114   
cms1703_test  MONOJ390_430    101.781            101.78606827    
cms1703_test  MONOJ430_470    0.0                0.25795292114   
cms1703_test  MONOJ470_510    0.0                0.25795292114   
cms1703_test  MONOJ510_550    0.0                0.25795292114   
cms1703_test  MONOJ550_590    0.0                0.25795292114   
cms1703_test  MONOJ590_640    0.0                0.25795292114   
cms1703_test  MONOJ640_690    0.0                0.25795292114   
cms1703_test  MONOJ690_740    0.0                0.25795292114   
cms1703_test  MONOJ740_790    0.0                0.25795292114   
cms1703_test  MONOJ790_840    0.0                0.25795292114   
cms1703_test  MONOJ840_900    0.0                0.25795292114   
cms1703_test  MONOJ900_960    0.0                0.25795292114   
cms1703_test  MONOJ960_1020   0.0                0.25795292114   
cms1703_test  MONOV250_300    101.781            101.78606827    
cms1703_test  MONOV300_350    508.905            227.646078845   
cms1703_test  MONOV350_400    203.562            143.954434674   
cms1703_test  MONOV400_500    203.562            143.954434674   
cms1703_test  MONOV500_600    101.781            101.78606827    
cms1703_test  MONOV600_750    0.0                0.25795292114   
cms1703_test  MONOV750        0.0                0.25795292114   
