analysis       sr              signal_normevents  signal_err_tot  
cms1703_01651  MONOJ1020_1090  0.850739362214     0.20650968521   
cms1703_01651  MONOJ1090_1160  0.500432947682     0.158330223641  
cms1703_01651  MONOJ1160       1.40121534688      0.265175738299  
cms1703_01651  MONOJ230_260    52.3955469318      1.70193294885   
cms1703_01651  MONOJ260_290    44.1883135747      1.55131975386   
cms1703_01651  MONOJ290_320    34.0294198199      1.34861229228   
cms1703_01651  MONOJ320_350    28.0744195755      1.21809379713   
cms1703_01651  MONOJ350_390    30.1761085497      1.26537755374   
cms1703_01651  MONOJ390_430    23.2201444532      1.10269404572   
cms1703_01651  MONOJ430_470    16.5643663998      0.925405373755  
cms1703_01651  MONOJ470_510    13.9120828617      0.845909280788  
cms1703_01651  MONOJ510_550    9.95864942819      0.712938932487  
cms1703_01651  MONOJ550_590    8.60746422925      0.661933535118  
cms1703_01651  MONOJ590_640    7.85680578539      0.631945127144  
cms1703_01651  MONOJ640_690    6.25541829055      0.562988510641  
cms1703_01651  MONOJ690_740    4.20363572941      0.460577774145  
cms1703_01651  MONOJ740_790    3.65317005598      0.429128696838  
cms1703_01651  MONOJ790_840    3.00260799734      0.388795658293  
cms1703_01651  MONOJ840_900    2.20191167211      0.332680036348  
cms1703_01651  MONOJ900_960    1.3511723099       0.260384057509  
cms1703_01651  MONOJ960_1020   1.20104319893      0.245455731852  
cms1703_01651  MONOV250_300    0.450389910695     0.150197735907  
cms1703_01651  MONOV300_350    0.300260799734     0.122617557869  
cms1703_01651  MONOV350_400    0.350303836721     0.132448717476  
cms1703_01651  MONOV400_500    0.450389910695     0.150197735907  
cms1703_01651  MONOV500_600    0.0                0.257781059018  
cms1703_01651  MONOV600_750    0.200173694635     0.100106810521  
cms1703_01651  MONOV750        0.300260799734     0.122617557869  
